College Quad,0.0058770794,0.12049532,0.1702702,0.1110367,-0.039430045,0.059960328,0.025989834,-0.022046994,0.1807059,-0.046843246,0.035084404,0.05659492,0.014892051,-0.12817696,-0.101743,0.056509007,0.08322749,0.061045036,0.044803612,-0.0690825,-0.05646575,0.108831294,0.037251465,0.032864697,0.04369509,-0.020482259,0.010398917,-0.056439463,0.07841653,0.021903114,0.10450466,-0.08709125,0.14060682,0.023299402,0.14026313,0.036982786,0.093189105,0.0736658,0.11626832,-0.12244511,0.014129452,0.051841088,-0.05210769,-0.016415555,0.08461318,-0.040871277,-0.070821464,0.11836313,0.059552304,-0.116353825,-0.049897447,0.011838485,0.059203118,-0.106571555,-0.032958046,0.044225056,0.07820998,-0.040269427,-0.050317008,-0.01832239
Mediterranean Restaurant,-0.0066518355,-0.013089566,-0.0037795864,-0.0019319858,-0.14946887,-0.033925597,-0.01960079,-0.014321504,-0.050616387,-0.09045263,-0.0769922,0.057421677,-0.06617762,0.05353567,-0.10136931,0.053879455,-0.0058348877,0.030319192,0.050343584,0.009266276,0.044972423,0.07409399,-0.022048859,0.060221624,0.04375513,-0.111657724,0.054378554,-0.14085281,0.05811341,0.07524265,0.0767237,0.021889124,0.097104214,-0.04423208,-0.122905366,0.050939154,-0.048017647,0.010163056,-0.0067963116,-0.084239334,-0.09173221,-0.23736903,-0.1087518,0.0023671023,-0.07641619,-0.22940621,0.003758084,-0.07949215,-0.03543825,-0.04621729,-0.008047081,-0.0029574875,0.09209451,0.011745989,-0.008252281,0.000105418265,-0.14241442,0.046739776,-0.024598736,-0.14903133
Mongolian Restaurant,0.09774134,0.02939467,-0.05570571,-0.062838115,-0.07747564,-0.09073877,0.034967672,0.008851878,-0.00096688885,0.024948511,0.030549455,0.015891613,-0.031341422,-0.009298505,-0.10341826,0.04486064,0.0020119706,-0.008001335,0.017135242,-0.043909952,0.04510209,-4.2669475e-05,-0.10527776,-0.08918489,0.001393768,-0.105751574,-0.029800737,-0.13488102,-0.09829415,-0.060772248,0.00023952872,-0.0026922962,0.07396035,-0.019518044,-0.039823484,-0.00079479814,-0.027670782,0.010519169,-0.028393235,0.010169631,0.011282191,-0.10383286,-0.058219537,0.020006118,0.03500047,0.055035986,-0.0793724,-0.06277327,0.07660433,-0.038978927,0.05231496,-0.030984895,0.03871171,0.03260895,-0.08631455,-0.09981206,-0.07060988,0.046449684,-0.031614985,-0.043434784
Art Museum,-0.111942194,-0.057455115,0.13861619,0.046443965,-0.038514465,0.10988962,-0.05263729,-0.02808042,-0.024024691,-0.015427436,0.033963278,0.062763676,0.1020873,-0.017061457,-0.028676586,-0.025740119,0.08621222,0.040646996,0.033846475,-0.013834756,0.07118566,0.039071564,-0.11337286,-0.052651566,0.1065294,-0.05005657,0.022183605,-0.052000925,0.031204727,-0.107548624,0.048752226,-0.083362326,0.1171221,0.0017271396,0.04713493,0.026587501,0.17780824,0.17120075,-0.05517147,-0.13362461,0.037395895,0.031064868,0.024798559,-0.08323183,0.043751508,-0.0047374777,-0.04914149,0.019658836,0.08909043,-0.11358483,0.19706574,0.035184197,0.030955814,0.04310547,0.04441181,0.06669847,-0.07276604,0.05678802,0.04170297,-0.068294264
Professional & Other Places,0.01960212,-0.03807311,-0.08050236,0.01858905,0.13233355,-0.0014460775,0.003762457,0.051119864,-0.013699783,0.045621034,0.02445223,0.019519346,0.025712805,0.05630007,0.035234533,-0.005576563,0.05606032,-0.048117153,0.03134134,-0.030642947,-0.029156476,0.12259822,0.1653316,0.053369038,0.0426111,0.10623205,0.067475125,0.12414976,0.08144246,0.136233,-0.06599787,0.022018803,-0.047983553,0.010317551,0.013265525,0.028829535,0.10294915,-0.17747548,-0.033742044,-0.000244682,-0.08268059,0.10263809,-0.030729411,0.056160927,-0.018197991,-0.033297002,0.077417515,-0.07520539,0.0362002,-0.0051608654,0.0014277657,-0.0067060348,-0.035315678,0.004055023,0.10244299,0.06306735,0.031786777,0.044789933,-0.008941218,0.09884973
Football Stadium,-0.078431986,-0.008112341,0.031658206,-0.02224775,0.11995252,0.000306929,-0.010318993,-0.03220841,-0.07393628,-0.02040649,0.072239384,0.07940407,0.101546004,-0.02968133,0.057426095,-0.023609687,-0.0049637742,0.12860575,0.09857164,0.04773529,0.104778886,-0.0109303575,-0.034899425,-0.03138912,0.029658573,0.011081546,0.039677866,0.031807143,0.07978886,-0.076275654,0.029411674,-0.031094288,-0.035197675,-0.017340692,0.07325677,-0.06156002,0.095000826,0.08793549,-0.04020913,-0.12899508,-0.025335971,-0.072985016,0.047290724,-0.043783538,-0.020733079,0.037829317,0.017587155,0.106596574,-7.723435e-05,0.0030819997,0.08837581,-0.0025364552,0.046721946,-0.039378777,-0.09250429,0.0942836,-0.07937124,0.10711795,-0.06728656,0.027139433
Smoke Shop,0.060236536,-0.08925911,0.026229495,-0.01660391,-0.014404088,0.04062962,-0.018670902,-0.08524123,0.1141942,0.024244808,0.12613744,0.053083546,-0.055820867,0.06611481,0.028677039,-0.008660413,-0.008039726,-0.13428773,0.088814296,-0.0006794771,0.0065125264,-0.22137144,-0.07551858,0.0090199765,-0.06888393,-0.033458933,0.031529546,0.0013524033,-0.011272762,-0.08774924,-0.05345321,0.06388542,0.005083889,0.0073574595,0.031570747,-0.10135241,0.056218877,0.07556334,-0.08064771,0.22500591,-0.052104563,0.058380634,0.049472164,-0.07484656,-0.0605105,0.06669087,-0.0682472,-0.18437916,-0.054306626,-0.19240406,0.060203437,0.06928938,-0.018827967,0.107656434,0.023902103,-0.0010922849,-0.026473723,-0.027820218,0.09219176,-0.035561882
College Arts Building,-0.02136502,0.122340254,0.076612405,0.1635161,-0.049846046,0.07060243,0.10646169,0.001841221,0.010181649,-0.026607156,0.040640593,0.033283193,-0.01938141,0.001604503,-0.11515294,0.011833863,0.098811604,0.03454818,0.02816055,-0.005628309,-0.06710101,0.065807514,-0.0016103946,0.035754412,0.04678005,-0.03427979,0.09343979,-0.12244924,0.114713125,-0.03936056,0.13222031,-0.0054535745,0.1102461,-0.037914537,0.06326989,-0.00810658,0.057365652,0.1332869,0.13586178,-0.059425544,0.12654139,0.043934472,0.054557852,0.046596125,0.114230156,-0.015168358,0.022751324,0.14932476,-0.006808527,0.005216783,-0.034653816,-0.09732355,0.1255467,-0.056014426,-0.06338696,-0.051655397,0.04097867,0.041649967,0.011133504,0.053944323
Building,0.00276491,-1.2854114e-05,-0.072716564,0.0062900763,0.13879645,-0.089072704,-0.035447873,0.014183436,-0.0844879,-0.013354544,0.010994286,0.003780895,0.020659313,0.024108352,0.03445124,0.06222271,-0.027619546,-0.038837157,-0.08006763,0.012262833,-0.05314079,0.098502845,0.07056604,-0.0045211036,0.06414214,0.06698395,0.014178839,0.103305094,-0.03858008,0.106901355,-0.006690463,0.024259385,-0.028848726,0.015400342,0.035798043,0.0645397,0.07226266,-0.09024563,-0.011752235,0.06938703,-0.05183904,0.036376342,0.017796453,0.11340125,0.029201208,-0.02935569,0.06394445,-0.0704983,0.0029391581,0.033296734,0.037005287,-0.02101851,-0.03203703,0.05382334,0.03910608,0.015580164,0.05975316,-0.017504284,-0.023800679,0.15532576
African Restaurant,0.11610347,-0.07729155,0.04618743,-0.016301062,-0.051643327,-0.008022046,0.00669373,-0.05902696,0.05364245,0.08657154,0.120656766,0.07455344,-0.019678714,0.048743498,-0.06806586,0.015461098,-0.01675773,-0.13048638,0.09661263,-0.05184576,-0.017055089,-0.090702415,-0.04476749,-0.037775636,-0.04412862,-0.13043086,0.012699235,-0.051950153,-0.042003155,-0.047859702,-0.10505652,0.036056,0.03418064,-0.07165211,-0.00831221,-0.16161318,-0.031916093,0.0013825037,-0.11589274,0.026041344,0.03320987,-0.038047288,-0.17717037,-0.08115284,-0.03227521,-0.005966544,0.008286141,-0.09185832,-0.020446071,-0.07197613,-0.02280318,-0.0111016575,0.04263423,-0.0196341,-0.09344999,-0.0017826837,-0.04940825,0.0021058046,3.962964e-05,-0.06985347
