College Quad,-0.013523234,-0.045779932,0.050649904,0.08101298,-0.073117994,-0.06497654,0.2160196,-0.029521821,-0.03932225,0.09660822,0.019392293,0.10608631,-0.010152953,-0.06449923,-0.0668698,0.044897795,0.11921002,0.009107588,-0.072318524,-0.06467369,0.0005346006,0.11680408,-0.045088492,0.05961617,0.09723788,-0.016829599,0.055570304,0.01805972,-0.014038429,-0.0023514284,0.081468776,0.036875438,-0.0573007,0.008404088,0.03149732,0.20643596,0.026000088,0.1213785,0.013791287,0.03112062,0.04247602,-0.13134333,-0.04486347,-0.1316508,0.078771174,0.054501962,0.067035094,0.062072005,0.097059004,0.039494727,-0.019536639,0.07194731,0.025386617,-0.07582654,0.062229816,0.021319713,-0.083782196,0.03389974,0.067544095,-0.10957213,-0.04469966,-0.15014127,-0.027609989,0.016960489,0.015129548,-0.069683485,0.19123444,-0.050325688,0.06084147,-0.054165114
Mediterranean Restaurant,0.13103199,-0.061256595,0.013074301,-0.002884346,-0.0027874717,-0.047874216,0.039580613,0.10133526,0.040907778,-0.04097159,0.092436545,-0.05942971,-0.086421095,0.015680082,0.15379477,0.02363002,-0.19576213,-0.05891491,-0.18293166,0.011612482,0.0021629157,0.09075879,-0.0900074,0.06655569,0.10516024,-0.004787214,-0.067786194,0.012225352,0.047569066,0.14484969,-0.04608397,0.026472988,0.0258732,0.0019260533,0.068294205,-0.005509847,-0.020129506,0.03669408,-0.08818227,0.1418204,-0.037693255,0.06870816,0.035897847,0.002579512,0.04011003,0.14331806,-0.032083362,0.009330658,-0.09072539,0.02408023,0.009960435,-0.009637892,-0.0577807,-0.024444964,-0.062210064,0.08354582,-0.008813879,-0.08592806,0.13841525,-0.09889695,-0.058174606,-0.13649912,-0.09749666,0.035795413,0.033814553,0.054659773,0.0405389,0.009567242,0.12545857,0.06783104
Mongolian Restaurant,0.031642273,-0.031403366,0.016858011,-0.00258499,-0.020312387,-0.015966084,-0.0048722215,0.048311777,-0.0077629182,-0.05312179,0.011866072,-0.05253435,0.09109188,0.045036778,-0.042772904,-0.11702812,-0.08398006,0.038584232,-0.041283205,-0.037764054,0.032811977,-0.016795198,-0.019153235,0.055706464,-0.03503653,0.005273951,0.046123795,-0.076215416,-0.002320066,-0.045734175,-0.049591664,0.021786436,0.024241336,0.020118063,-0.048717298,-0.10677993,-0.018600702,-0.08842634,0.07618515,0.020216499,-0.04267723,-0.072741665,0.07475452,0.06310234,-0.024814457,-0.04973771,0.10693495,-0.026677206,0.0035785958,-0.10277967,0.11611793,0.07322447,0.019038849,-0.054044582,0.022758499,0.015787408,-0.009969549,-0.09393925,0.06359108,0.12195835,0.042655252,-0.01263959,-0.09609303,-0.06536153,-0.014330832,-0.00031026453,-0.023479361,0.05253175,-0.013119426,0.017703326
Art Museum,0.003684301,0.052904222,-0.0091087185,0.11155908,-0.036665823,0.011360056,-0.062541194,-0.0019833464,-0.066093005,0.04602405,-0.07150319,0.09964927,-0.100562476,-0.062309887,0.012428547,0.040174887,0.061729506,0.11247944,0.012281401,-0.08396886,0.068655506,0.023608524,-0.20078988,-0.07499531,-0.025101993,0.0012322906,-0.027878042,-0.22445136,0.0893744,-0.02859539,-0.051269177,-0.014659449,-0.032493837,0.06396259,-0.14748314,0.02765993,-0.002269459,-0.038265385,0.02342489,-0.05113287,-0.0268206,0.043850645,0.035430245,-0.12157634,0.053866424,0.04869603,-0.13027446,-0.092926785,-0.046706557,0.0240734,0.032692336,-0.05030171,-0.15848348,0.079587534,0.0935289,-0.08388573,-0.12920955,0.085572466,-0.054029204,-0.15581313,0.2043635,0.013354354,0.11827418,-0.04291986,-0.038395315,-0.052161835,-0.087321624,0.07354006,-0.03277337,-0.061689638
Professional & Other Places,-0.11773326,0.058469985,-0.056071702,-0.08447247,-0.07830879,-0.012636038,-0.036745686,0.057802126,0.0034881483,0.093908034,0.07979982,-0.043794185,-0.08273966,-0.04705302,-0.0021930558,-0.029012874,-0.1039592,-0.107177146,0.061371326,-0.021054056,0.026857985,-0.0001280662,-0.060750343,-0.044052925,0.042229105,-0.054013822,-0.03909365,-0.07280584,0.035691112,-0.029472357,-0.014908697,0.064915426,-0.07974401,0.04371695,-0.008940948,-0.013101276,0.015320523,-0.05191004,0.046809502,-0.028989088,-0.04288992,-0.04187664,0.014164071,0.02408796,-0.037177786,-0.0720497,0.07820865,0.012075486,0.06855418,-0.061755363,-0.036447786,-0.026802702,0.089459844,0.033618275,-0.04411054,-0.10610188,0.04538437,0.076091915,0.08806355,0.1023022,0.016481264,-0.067796595,0.10846796,-0.03987968,0.04206372,0.027520167,0.03990015,-0.12165706,-0.07478537,-0.12871364
Football Stadium,0.124892406,0.0055440003,-0.07321954,-0.044682927,-0.0073305704,0.042919192,0.006994936,0.043997157,0.050063275,0.13292152,-0.06290283,0.11100213,0.021929659,-0.023487978,0.04961033,-0.00875063,-0.00866746,-0.12421189,-0.0903136,0.052831955,-0.03662412,-0.04465073,-0.06718901,-0.058603004,0.1881853,-0.005015351,-0.08682307,-0.050405715,0.07593353,0.14061783,-0.047579482,-0.034256615,-0.030641448,0.023552358,-0.0011437088,0.03497394,0.09598859,0.013728939,0.03682833,-0.06771795,-0.07508366,0.04056573,0.019347033,0.015098222,0.07773985,0.031796776,-0.059988774,-0.068402156,-0.030693669,0.10635328,-0.09263441,0.007776413,-0.14888798,0.054008707,0.13214934,-0.03544999,-0.09066626,-0.009795837,0.06872574,-0.18759015,0.07397805,-0.029662542,-0.003448723,-0.056682955,0.055666484,0.04596201,0.067584395,-0.042631894,-0.02554002,-0.05392872
Smoke Shop,-0.10736114,0.08563646,0.038884267,-0.07377963,0.041450925,0.055438127,-0.018539935,-0.0077164955,0.06335945,-0.10690169,0.026115568,0.052323334,-0.0051006535,0.050259568,0.19613498,-0.06516425,0.018582895,-0.0031303046,0.007932624,-0.08971624,0.15335405,0.07703186,-0.005600171,0.001004722,0.054433636,0.16561636,-0.07144861,0.04007895,-0.08420572,-0.0075388327,-0.048556976,0.10277344,0.029486915,0.04080858,0.011765416,-0.12281452,-0.19326496,0.030774932,-0.10082947,0.088579886,0.0417061,-0.005500041,0.014287582,-0.00020335615,0.069112115,0.14276172,-0.09695029,-0.0023127103,0.03208256,-0.07578087,0.16232009,0.0229497,0.13342723,-0.037203193,0.070909485,-0.018748604,0.06954654,0.050331,0.032944486,0.14040498,-0.0020494238,-0.10084565,-0.04876634,0.05810535,0.15320759,0.046532337,-0.03400895,0.0444386,0.117926195,-0.09832232
College Arts Building,-0.02628699,-0.10073374,0.018018382,0.11756763,-0.11462167,-0.0063957237,0.054389678,-0.10348927,-0.064343385,0.024907468,-0.029302232,0.12795107,-0.024666162,-0.047438197,0.05286506,0.083193764,0.14175132,-0.017295506,-0.053615034,-0.027226306,0.050740488,0.041215457,0.06850687,0.091697864,0.051399928,-0.08360048,-0.032385375,0.04353355,0.029079452,0.050656177,0.12019544,0.06574095,-0.025262283,-0.0597492,0.0738917,0.16119823,0.004628836,0.007986415,-0.04003745,0.06710131,0.030316334,-0.0051480867,-0.034280896,-5.452335e-05,0.061133277,0.009944263,0.028471861,0.024804544,0.026481166,0.04014236,-0.07335985,0.12521857,-0.005519461,-0.07069909,0.022519637,0.060601003,-0.07821391,-0.00066806376,0.08759242,-0.10633359,-0.07312581,-0.09191398,0.046739817,0.052190643,-0.06945068,-0.0229537,0.05677201,0.012150729,-0.02340001,-0.011853533
Building,-0.074843735,0.03535993,-0.08623201,-0.15611166,0.0092516355,0.012295447,-0.058473982,0.11625861,-0.017986849,-0.003057722,0.011248529,-0.007764686,-0.10614337,-0.041678593,0.030027464,-0.055146195,-0.107638896,-0.054035522,0.035384316,-0.027154192,0.02458201,-0.0015621627,0.019993467,-0.054393187,0.0390286,-0.07669796,-0.043104902,-0.06694934,0.0005895626,-0.01623295,-0.021811845,0.025876338,-0.13549852,0.03921453,-0.036858138,-0.016780097,0.039531935,0.026475016,0.030998798,-0.00029351935,-0.051605023,-0.059669822,-0.0020571603,0.07405086,-0.12132103,-0.03852664,0.058425963,0.047427908,0.057272896,-0.05598708,-0.06675108,-0.024951885,0.058614843,0.06776958,-0.07186845,-0.13451037,0.056917973,0.035932034,0.10492864,0.1251391,-0.010675681,0.00521791,0.016447712,-0.0034864582,0.08759879,0.037482932,0.009431234,-0.015215635,-0.09956151,-0.11859839
African Restaurant,0.04523329,0.0019706078,0.14597747,0.032502208,-0.030686483,0.0056848656,0.116276145,0.0008187145,0.049898107,-0.009755557,0.082370386,-0.03838822,0.027246948,0.012056148,0.085272096,-0.068670034,-0.03682446,0.08098281,-0.14195886,0.080174714,-0.044805676,0.112327784,-0.036643192,0.053393688,-0.019975062,0.062416695,0.0026607793,-0.07176106,0.023954578,-0.0441871,-0.053191055,0.014569487,0.004979197,-0.01675867,-0.075131096,-0.067546755,-0.051872917,-0.068197295,-0.035411254,0.026204217,-0.036910817,0.015132627,0.012160965,-0.023270559,0.04474677,0.0936161,-0.04124542,-0.09661779,-0.036761604,0.075459436,0.07711646,-0.04524733,-0.051156692,0.03594743,-0.07526821,-0.0022051586,-0.08569448,-0.06943993,0.04266218,-0.02738795,-0.003231313,-0.16270961,-0.09279646,-0.08390594,0.070966244,-0.17646815,0.016276764,-0.114646286,-0.013812507,0.06884586
