College Quad,0.046468705,-0.06851717,0.0008809939,0.0011057674,-0.014913083,0.018254578,0.029455526,-0.013552825,0.06699602,-0.036467254,-0.006479828,0.03424864,-0.012408658,-0.09084126,-0.08364706,0.10290098,0.02989433,0.025166204,0.0050892415,0.00020968821,0.025784463,0.13874438,0.022831902,0.046698786,0.050177705,-0.05992868,-0.020937437,0.007300925,0.005423516,0.107504904,-0.04966961,-0.0029259361,0.02319616,0.035657857,0.014944644,0.03276381,0.0049308445,0.042124722,0.01241295,-0.07832532,0.034582414,-0.10705346,0.058394022,0.044359237,0.00920661,0.0033968054,-0.035038095,0.043096457,0.047056865,-0.033700302,-0.0259506,0.027980026,-0.019972825,0.03493804,-0.05227253,-0.05889221,-0.0639874,0.013186215,0.018472068,-0.07752069,0.06475417,0.038794287,-0.009645117,-0.008841863,-0.03820965,0.04537063,-0.009963223,-0.036805235,-0.013875298,-0.023552824
Mediterranean Restaurant,-0.056608036,-0.14958799,-0.018543322,-0.012140965,0.004842801,0.0069209225,-0.06646275,0.066570625,0.043125026,-0.081781976,-0.004564298,0.026079707,-0.09444553,0.030821275,0.011935024,0.017011188,0.030499887,-0.06574842,-0.019217102,-0.03013254,0.04701343,-0.05823195,0.01044035,0.044176348,-0.019571178,-9.328686e-05,-0.057510916,-0.03691427,-0.12984134,0.027731882,-0.053035267,-0.04130279,-0.011138588,-0.042708047,0.096276976,-0.037840247,-0.013243942,0.03220898,-0.007822877,0.008490773,-0.0088394815,-0.05098243,0.034178663,-0.005348091,-0.080341145,-0.0057774093,-0.0043591764,-0.061271563,-0.004605437,-0.062681496,0.0499181,0.0626269,0.12603743,0.019407868,0.05501891,-0.045497283,-0.043532953,-0.16693272,0.008554828,0.06737374,-0.06130357,-0.015846564,-0.025252013,0.031013489,-0.030053932,0.042647734,-0.023861082,0.02738395,-0.078220755,0.102206975
Art Museum,-0.018659718,-0.010866293,-0.0009825127,-0.015969617,0.010474178,-0.036653727,-0.0011584293,0.003310774,-0.11121218,0.03486044,-0.025178982,-0.002841037,-0.07324927,-0.092334926,-0.08501749,0.005699115,0.014049809,-0.0054093073,0.001428362,0.04262186,-0.03613852,0.0047831796,-0.035719357,0.058034673,0.045854673,-0.028647734,0.033885606,-0.00530082,0.097919665,0.088201284,0.019658003,0.008690197,-0.013239442,0.06897238,-0.035856947,0.020132337,0.028524872,-0.015501611,-0.033487115,0.035118286,0.03558756,-0.039347615,0.059250742,-0.021416489,-0.031189218,-0.073354825,0.02132715,0.028457,0.107654065,0.09852254,0.038859773,0.049151756,0.007932282,0.0838169,0.0016330499,0.06694654,-0.15900001,0.03272748,0.033478566,-0.040196896,0.0030897323,0.0075783036,0.15734684,0.070158325,-0.069642715,-0.013158294,-0.06977039,-0.05221674,-0.055627868,0.020707779
Professional & Other Places,-0.026693247,0.029022578,0.039921705,0.0084527545,-0.044008795,-0.024138073,-0.013198784,0.06316912,0.05942848,0.05636869,0.03717398,-0.02028233,0.08035637,-0.037189983,0.0018470724,0.036299314,-0.020028805,-0.052843936,0.068076834,0.016850645,0.028357418,0.045801207,0.015357353,-0.04873418,-0.013605167,-0.033976566,0.0018868266,-0.0030519313,0.0036829552,0.05203527,-0.041790612,0.036906578,-0.020107718,0.04688516,0.017451959,0.003421036,-0.0018092972,-0.009386443,0.011106881,0.04000868,-0.026949767,-0.013084167,0.047449037,0.049854856,-0.009486763,-0.017789235,0.019199109,0.01501847,0.022785544,0.02399268,-0.008851547,-0.007616751,0.03595682,0.018226022,0.00544233,-0.07262244,-0.008641669,0.013747769,0.06401358,0.0018688722,0.0074669016,0.03595848,0.026729932,0.042755347,0.031135818,-0.0033060978,0.04899584,-0.029282724,0.0027912532,0.02889512
Football Stadium,0.04657259,-0.05261384,-0.06768632,0.0019018487,0.054108925,-0.033023827,0.013330474,0.04431036,-0.03153395,0.031447493,-0.016291462,-0.017394654,-0.022346213,0.0126461405,-0.02688972,0.02164106,0.030768361,-0.07198852,0.0063502304,0.035452016,-0.03208418,-0.089689195,0.012950523,-0.031013604,0.042822484,-0.04288879,0.021859847,0.09454565,0.014087334,0.042350546,-0.005970627,-0.024163857,-0.014694169,0.012300296,-0.0026095891,0.03115059,0.08888544,-0.019485159,0.02469888,-0.0141474595,-0.045701407,-0.0026867632,0.012205767,-0.051543426,-0.028467957,0.038481563,-0.0086607775,0.017999522,0.020883359,0.041674685,-0.05132768,-0.01275926,-0.02043585,-0.031311937,0.037945736,0.060490213,-0.06238637,-0.061906267,-0.0021850476,-0.03410941,-0.04428233,0.028220594,0.030453593,-0.045865502,0.08993523,0.013593145,-0.054379642,-0.069568604,-0.01292477,-0.017112808
Smoke Shop,-0.053949345,0.029841168,0.040929295,-0.061392874,0.054218773,-0.015770175,-0.002439784,0.06400958,-0.032537192,-0.06488699,0.031733554,-0.04549339,-0.024079714,0.015296187,0.029395167,0.025465418,0.034617305,0.007931527,-0.10889326,-0.060363613,0.017959915,0.00069558714,-0.059241023,-0.070859924,0.05277614,0.049346663,0.042042404,-0.0068095406,-0.041800268,0.065871894,-0.12408848,0.040395528,0.020431872,-0.015676742,0.011690331,0.002439253,-0.027351161,0.0200606,-0.0345485,0.018619666,-0.007760952,0.0019310508,0.0051975925,0.05606103,0.021414064,-0.013891056,-0.024551291,-0.041588638,-0.01967924,-0.01912186,0.046733566,0.015606756,-0.017278444,-0.04705736,0.0033821668,0.049150713,0.07477084,0.023224633,-0.014385764,0.029104155,-0.003466498,-0.029599203,-0.038010743,0.043261163,0.009612137,0.027425978,0.038209565,0.04431361,0.030722843,0.0612662
College Arts Building,0.051346786,-0.084006414,0.026227396,0.03174588,-0.0421921,0.0037088105,0.029601056,-0.011102835,0.022797696,0.0012194067,-0.025121957,0.031032674,0.018905323,0.006384759,-0.08243216,0.05085254,0.006022553,0.03314682,0.06439756,-0.008353327,0.0100824945,0.08109684,0.062066697,0.064140804,0.0029219743,-0.061801128,-0.0627212,-0.0033836365,-0.002516958,0.08073857,0.01793651,0.00054427236,-0.027313102,-0.008187832,0.026926344,-0.019601356,0.015738603,-0.012235012,0.013899583,-0.055991393,0.030165449,-0.10977895,-0.018714838,0.019448884,0.0377552,-0.010576865,-0.0062661367,0.042848654,-0.03284873,0.010395437,-0.063979246,0.0151923755,-0.02093992,-0.049983595,-0.029234162,-0.080376185,-0.051655624,-0.009881666,-0.003227904,-0.0943608,0.034031644,0.083444774,0.050256096,0.007131893,-0.044523403,-0.015191047,-0.0023182314,0.0045332834,0.022299316,0.00058416836
Building,-0.03121084,0.084125206,0.031953476,0.005247407,-0.029554114,-0.03537347,-0.0756913,0.059711665,0.026319733,0.041030798,0.02356725,-0.027104039,0.029844627,-0.025280043,0.04810767,0.014816359,-0.017324727,-0.008100336,0.0058331937,-0.00050195307,0.058082707,0.03174395,-0.005779687,-0.063356034,0.0067641847,-0.009206918,0.093330316,-0.033786125,0.003128917,0.06744853,-0.023380173,0.04847631,-0.04725875,0.004675679,-0.0005649114,0.01709222,0.005429462,0.022722881,-0.035296284,0.039690875,-0.019584492,-0.01236421,0.0041960217,0.008923655,0.007716664,0.015379498,0.00500379,0.015476862,-0.019701624,0.028299263,0.0015288717,0.010167069,0.031979494,0.026496496,-0.032840207,-0.050042108,-0.038009644,0.042799473,0.09390874,-0.012764605,0.0019113747,0.0218734,0.002943283,0.0488073,0.030150166,-0.00205762,0.035459075,0.04225628,-0.0046611386,0.012707409
College Rec Center,0.03980433,-0.06528768,0.01724042,0.021104762,0.015105262,0.009055443,-0.07043225,0.037875652,0.01265957,-0.0048417663,0.0150262965,0.083758354,-0.09145988,-0.011646869,-0.0017293692,0.036111843,0.070638046,0.036205985,0.025493752,0.091522485,0.07408493,0.06789771,0.06862658,0.034098167,0.015710458,-0.0031847972,0.015176129,-0.035633765,-0.011021135,0.05310039,0.026001804,-0.0060696164,-0.10568594,-0.0128373895,0.05050084,-0.007673761,0.025631435,0.00013953917,0.019048396,-0.040717196,-0.021854125,-0.04363908,0.078252174,-0.05985516,-0.010717755,-0.02203409,-0.058625486,-0.024235735,0.025705935,-0.008907681,0.03454496,0.0496561,-0.1339991,0.058044095,0.071901165,-0.040450834,-0.05729158,-0.011803446,-0.010071991,-0.049258295,0.013729554,0.03440809,0.073134676,0.0093736295,-0.012423628,-0.003362814,0.04084228,-0.071162745,-0.09154153,-0.078995466
Paper / Office Supplies Store,0.013305902,-0.054183844,-0.00025917985,-0.043184206,0.019326681,-0.008945858,-0.017138533,0.04500583,0.028391039,-0.06901702,-0.0135324765,-0.031194996,-0.045802094,0.046914924,0.003684343,0.032702528,0.08873347,-0.02954055,0.004259201,0.024246283,-0.0032103546,-0.015022444,0.03452006,-0.013453109,-0.0457656,0.072057866,-0.03432449,0.041934296,-0.032076426,0.04070306,-0.07181668,0.0001658476,0.038776245,-0.056034766,0.03054395,-0.06499055,-0.02897355,-0.009819869,0.06304166,0.029782265,0.045509487,-0.042239748,0.0717316,0.054039255,0.019061117,-0.028238945,-0.037391093,-0.025332747,0.029684199,-0.05796448,0.018268652,0.030252218,-0.051265515,-0.044860885,0.046757247,0.011809366,0.05344164,-0.08807472,-0.045457825,0.08377413,-0.0012718998,-0.02657858,0.02611187,0.039824184,-0.013465783,0.0046204347,0.03797218,0.052103817,-0.033320215,0.11051582
