College Quad,-0.07334344,-0.07437624,0.08016241,0.037059415,0.07434066,0.06299724,-0.13600108,-0.113656916,-0.027938437,-0.058846936,0.028776778,0.04446906,0.03889449,0.12589109,-0.036787532,-0.08392267,0.06994818,0.016613029,-0.031082073,0.046177626,-0.095965125,-0.06251059,0.032521315,-0.060306225,-0.055042483,0.11114198,0.047911525,0.04328467,0.09503833,-0.08348195,0.036519136,-0.027466947,-0.08096922,-0.038953297,0.11021073,-0.009129126,-0.008529951,-0.12043906,-0.0761948,0.0074838623,-0.07904458,0.019015478,-0.023154534,0.030101515,-0.052199185,0.09071961,-0.06157548,-0.07292211,-0.091566205,-0.06302137
Mediterranean Restaurant,0.052677374,0.040507115,-0.0319497,-0.018580569,-0.015801283,0.0651471,-0.10912508,-0.023616225,-0.04249247,-0.17535555,-0.023067748,-0.07839469,-0.093480736,-0.0070465505,-0.022669194,-0.143781,-0.1552164,0.030751903,-0.03451585,0.024325272,-0.08422446,0.09127374,0.06374575,0.030084275,-0.1309457,-0.0039121034,-0.099185064,0.110741325,-0.013721308,-0.097189985,0.13971017,-0.0799285,0.0016185604,-0.03983764,-0.11275299,-0.033453766,-0.15481688,-0.12135825,0.008559398,-0.056578204,0.110882506,0.03904621,-0.00017487444,0.12943551,0.023367751,0.14406867,0.03304986,-0.038733076,0.081444584,0.07013651
Mongolian Restaurant,-0.018827315,0.032635823,0.06404154,0.011902349,0.06966088,0.085423924,0.027501035,0.0047611035,-0.007440365,-0.039114702,0.03061248,0.0041539706,0.026222482,-0.021620866,-0.11103529,-0.024841547,-0.046599798,0.036367252,0.027085332,-0.10070969,0.022784635,0.016405556,0.038468532,-0.06847698,-0.082552105,0.0040345173,-0.013579602,-0.04122957,0.059844323,-0.067687824,-0.061743066,-0.05268117,0.03108044,0.02172798,0.0024922714,0.08208366,0.042745702,-0.025033351,0.017059503,-0.101645716,-0.09087272,-0.08144775,0.0714985,0.07167552,0.11503226,0.040212173,-0.012607938,-0.06690345,0.054538317,0.0043326337
Art Museum,-0.08387703,0.19686794,-0.016731339,0.03336081,0.04288716,-0.06497819,0.027722053,0.06615711,-0.11243109,-0.10583023,-0.029945353,0.11916596,0.0023885388,0.06329592,-0.046819624,0.0532508,-0.060165025,0.012526134,0.026144855,-0.0931861,-0.017973758,0.009593578,0.13218914,0.09091367,0.079794474,-0.0074474663,0.021753687,-0.022845838,-0.046380796,-0.10021304,-0.08590621,0.10260832,0.067209184,-0.14843276,-0.079881966,0.104612716,-0.06311012,0.03840284,-0.05078129,-0.03856692,0.08996916,0.05065698,0.06897442,-0.049095824,0.023862153,0.13371114,-0.032546885,-0.02049877,0.078417584,0.12040706
Professional & Other Places,0.085830964,0.045487538,-0.017702999,0.05465811,0.036886662,0.02870436,0.021124229,0.060851917,0.118626945,0.025154691,0.04764466,-0.048630796,-0.07701051,-0.03616174,0.032127976,0.042196978,0.094792336,-0.019155897,0.068795845,0.0263874,0.03742619,0.041644417,0.083048284,0.028788429,0.0412928,-0.01329144,0.037288778,-0.037254453,-0.08417824,0.027579188,0.057151414,0.11075978,0.027030818,-0.09713,0.0014330001,-0.05017495,0.05625562,0.15995388,0.078853354,-0.0663019,0.0689495,0.006111874,-0.06333372,-0.055135153,-0.052823715,0.08192305,-0.028708197,0.10043748,0.030995555,-0.020935414
Football Stadium,0.011447681,-0.017151542,-0.0057927473,0.025423605,0.018161988,-0.20539817,-0.020209156,0.072616555,-0.013050417,0.02484611,0.0769858,0.11711155,0.041969124,0.07214071,0.028958436,-0.048657145,-0.05665263,0.049071766,-0.022073898,-0.10096119,0.024896182,-0.07562842,0.050869416,0.061415784,0.175466,0.085867554,0.05106698,-0.07087279,0.0027688723,0.03137754,-0.056823507,-0.041802786,-0.037438225,-0.03587085,-0.047204,-0.0072165746,-0.028587274,0.017371345,0.00021590665,-0.13788053,0.049625825,0.060569987,0.03671978,-0.16142839,-0.012413638,0.1090828,0.10499223,0.023654565,0.023929723,0.01044779
Smoke Shop,-0.008342455,0.08192578,0.12512574,-0.08997497,-0.07364192,-0.003978687,0.06789662,-0.07210518,-0.00032634847,0.020748964,0.08082258,0.0351161,0.09624297,-0.0692787,-0.034285218,-0.064351305,-0.030774834,0.045117036,0.008365344,-0.0037572049,0.07793917,0.08640309,-0.048237875,0.10484072,0.02343226,0.13841468,-0.058908485,-0.0026309602,-0.031647693,0.104940146,0.10127148,0.041593138,-0.015695326,0.10216159,-0.006696755,-0.010778986,-0.12907282,0.0048727766,0.15624565,0.034692258,-0.019507838,-0.039390724,-0.040418178,-0.09142782,0.0064994125,0.039737746,0.08459602,-0.081950225,-0.04549862,0.059978813
College Arts Building,-0.06996087,-0.028648129,0.058426693,0.024188364,0.066602714,-0.003733471,-0.022936597,-0.065420635,-0.03721959,-0.07269537,0.06799121,-0.0630018,-0.009947829,0.057374172,0.0017469153,-0.0033729854,0.13520877,0.018760536,-0.0007880479,0.14343502,0.019598061,-0.07312146,0.11912991,0.04859879,0.03157123,0.12691467,-0.021699518,0.027106328,-0.031318177,0.000439886,0.1143129,-0.011811044,0.028341478,-0.0077813445,0.096364036,-0.11074196,-0.039176032,-0.017895546,-0.08198403,0.059299443,-0.0150592085,-0.00696481,-0.02127124,-0.041762553,-0.06657532,0.050305866,-0.06719598,0.055235222,-0.0038931277,0.0075878915
Building,0.040033415,0.06264794,0.01956869,0.043657307,-0.026803646,0.052782226,0.017757952,0.055100106,0.13094571,0.05887418,0.004738897,-0.09394007,-0.06002146,-0.09903737,-0.012156216,0.13768877,0.089121565,-0.011005668,0.047213715,0.031383965,0.03648882,0.034956664,0.032702636,0.0124752335,0.026117522,0.042428117,-0.019702943,-0.0034516966,-0.06611797,0.046018012,0.0148538295,0.124586016,0.006419053,-0.03270454,0.022168983,-0.102637164,0.07475411,0.17556381,0.09910155,0.014277123,-0.0147606395,-0.002935402,-0.043092206,-0.052933037,-0.0032561012,0.034455102,-0.063704714,0.056018356,-0.039326694,-0.036726452
African Restaurant,-0.01900034,0.026347911,0.04954501,0.013579773,-0.0101209935,0.019156286,-0.050034773,-0.029423105,-0.019172532,-0.059436772,0.0011464693,-0.017403798,-0.021822775,-0.0345318,-0.10506894,-0.13303605,-0.14760804,-0.029119357,-0.0027797022,-0.12719549,-0.014047265,0.024290144,0.02500816,-0.00036193058,-0.090680055,0.036537156,-0.023958243,-0.041156236,0.08090542,-0.11669425,0.023014791,-0.05499524,0.043287948,-0.06934857,-0.059730552,-0.026577089,-0.09729449,-0.0675019,0.0024395622,-0.13930011,-0.1264723,-0.011206955,0.11230996,0.041642766,0.11875944,0.06024013,-0.06905799,-0.06091286,0.051219404,-0.0466613
