College Quad,-0.040769294,0.04191496,-0.08296398,-0.015590642,0.013728742,0.018357115,-0.01951419,0.03575829,0.012403583,-0.007886263,-0.013992233,0.0125048105,-0.012753976,-0.011265788,-0.064553455,0.16573697,0.016407738,0.057928406,0.0054454505,-0.036130063,0.02458464,0.061333843,0.061908945,0.029086288,-0.042350475,0.022126576,0.030708604,0.080470145,0.021619312,-0.0074191242,0.061050117,0.06997981,0.04229945,0.068282746,0.016745714,0.027425746,0.034207284,0.08905487,-0.013720784,-0.06950961,0.00049055554,0.0012165066,0.03536776,-0.011385538,0.03414948,0.0074183755,0.03236924,0.07590386,-0.014027884,0.07313232,0.08842358,0.027979417,-0.047492858,-0.0066621844,0.041938484,0.00023850426,-0.01463048,-0.065772556,0.04276065,0.062796906,0.07315605,-0.05134646,0.07229278,-0.030079661,0.008842188,-0.009864011,-0.035716165,0.018218845,-0.096344426,-0.016594622,0.056918934,0.026186448,0.00814777,-0.012304117,-0.009047889,0.09259596,-0.0638413,-0.010911252,0.057331316,0.032359615
Mediterranean Restaurant,0.01341716,-0.0002832394,0.016549474,0.057833903,0.055032384,-0.011963767,-0.06872665,0.017245324,0.0905289,-0.037755776,0.064441025,0.0061609447,-0.028290499,-0.08276762,-0.06756584,0.040693317,-0.045507945,-0.03053904,-0.07484268,0.019735655,-0.008467582,0.017261442,0.0458231,0.024579281,-0.015135968,-0.0650717,-0.093675286,0.04537405,0.06957081,-0.010804772,-0.004172327,-0.063379824,0.0017207097,0.029019658,0.028986376,-0.013275869,-0.025318097,0.002088219,0.0010870732,-0.0077727195,0.04939445,-0.017776,0.07854614,-0.020150902,0.04955269,0.06038086,-0.025517369,-0.06809336,-0.038005423,-0.03639586,-0.038274076,0.07638377,0.015841719,0.022456205,0.022361014,-0.030185768,-0.06369509,-0.03484391,-0.04513211,0.0032373108,0.013523944,0.015554182,0.022579791,0.005777142,0.03979704,-0.029550843,0.027693864,0.058565453,0.022355907,0.10401893,-0.062386207,-0.027033694,-0.054351278,-0.067717716,0.012268123,-0.046737902,-0.047153164,-0.01691427,0.096830085,-0.030349048
Art Museum,0.04221894,0.029134538,0.020577503,-0.00599283,0.031987324,-0.013924978,0.0921078,0.015942335,-0.009779496,0.03073282,0.0108826365,-0.055744205,0.01481665,0.04497072,0.011067659,0.015105357,0.07032878,0.07820599,0.011043253,-0.039328855,0.063137874,0.015250817,0.056366295,0.05476605,0.042459294,0.003023168,0.014895964,0.051306464,0.022186503,-0.04227601,-0.027619421,0.0214005,-0.020197414,0.025263747,0.0029281992,0.07288074,-0.048696388,0.04589854,-0.017950816,0.009052126,-0.15892947,-0.01259123,-0.033681866,-0.055014037,0.039660055,-0.115412086,0.041711893,-0.01209398,0.005242616,-0.026734393,0.001735704,-0.062299564,-0.058124013,-0.015924167,-0.013814536,0.039208304,0.0023373235,-0.024808563,0.045067433,-0.048832923,0.005337471,-0.061134458,-0.07611686,-0.14193189,-0.06673513,0.045794707,0.0076614562,-0.044587225,0.012040053,0.019250197,0.06782001,0.036362596,0.07417618,-0.025001872,-0.016402457,-0.07029044,0.10457412,0.036534265,-0.050150886,-0.04035686
Professional & Other Places,-0.034668174,0.010736514,0.03434638,0.04020371,-0.004535067,-0.060569603,-0.0068367384,-0.01471834,-0.038519856,-0.054643612,0.027988235,-0.0403221,0.018678192,-0.047311187,-0.010809003,0.010477703,0.056418587,-0.053508192,-0.124546126,-0.022367494,0.005396136,-0.01652444,0.006641152,0.034121454,-0.009590895,-0.029446308,-0.06987133,-0.012127441,0.07834083,-0.06678571,-0.04899991,0.0021906246,-0.03516586,-0.00061536685,-0.08295301,0.00027150294,-0.01423912,-0.009514601,-0.049593184,0.01775053,-0.104802325,0.0236531,0.018982943,-0.018453045,-0.00022455351,0.011254663,-0.00996044,-0.044893518,-0.08861642,-0.014544223,-0.03608972,-0.047761746,-0.05427685,0.10174724,0.05893035,-0.025928421,-0.066572376,-0.1164837,-0.059707433,0.015874268,0.038476925,-0.007549215,-0.0026614252,-0.008532705,-0.0063204635,-0.048737273,-0.049226277,0.01329649,-0.07668007,0.03291765,-0.027516136,-0.08590899,-0.048036873,0.003496332,-0.040873785,-0.08765967,-0.03321895,0.0326613,-0.0018941414,-0.09775231
Football Stadium,0.00936345,0.03343743,0.029190378,-0.0052498514,0.025743293,0.01909091,-0.015387798,-0.024358183,-0.016284272,-0.040751312,0.011738342,0.038717426,0.008023735,-0.029423118,0.082341045,0.054755583,0.047318205,0.07857485,0.006836911,-0.037315227,0.047935717,-0.10978593,-0.021106102,0.05507815,-0.046253048,0.00014762208,0.0061966055,0.034913123,-0.049911432,-0.025429199,-0.015492594,0.008612663,0.06539242,0.015537113,-0.0372793,-0.045921184,-0.10129431,-0.04116314,-0.046834365,-0.09350169,-0.00864495,0.027734,-0.0018874942,-0.014925558,-0.03107827,-0.018823,0.044200704,-0.008344058,0.018259306,-0.034122717,0.049584415,-0.060903717,0.0057959165,-0.02258696,-0.015545292,0.065880276,0.10663338,0.02937861,0.032419942,-0.022373497,-0.04798611,0.06236325,0.0069060354,-0.04394348,-0.0048220763,-0.0051875096,-0.011606232,-0.048157535,0.049238488,0.011328279,0.10009028,0.06972936,0.13409992,-0.0056446763,-0.008283701,0.021018064,0.055677086,-0.015915455,0.024050783,0.043120183
Smoke Shop,0.101262614,0.0019900063,0.052158404,0.107993156,0.056748252,-0.025378631,0.04558581,0.022937339,0.013932122,-0.03623354,0.0067337723,0.06225869,0.008376813,0.009234525,-0.0039513074,-0.009629538,0.024803896,-0.010440458,0.013311848,-0.008974763,-0.023546979,0.01648765,-0.04532867,-0.043590236,-0.022003377,0.0322454,0.062494464,0.016834095,0.046217587,0.020636156,-0.021739665,0.041983075,0.038475536,0.11169987,-0.042765446,0.06754491,0.024469499,-0.013876392,-0.027533961,-0.061143197,0.023473084,-0.04831897,0.0021773875,0.0044072024,-0.06675131,-0.01511622,-0.026846463,-0.022275653,0.03137558,0.075186625,-0.0047898097,-0.0038017752,0.022490032,0.07961212,0.016364079,-0.041473307,0.005135307,0.06806787,0.006245861,-0.041929297,0.014164677,-0.004001586,0.00017463975,-0.040735923,0.026568457,0.07104697,0.059144743,-0.05947616,0.057435215,0.07062818,0.0575912,0.018156318,-0.041245453,0.021230556,0.062186997,-0.014546717,0.012388281,-0.041340075,-0.002324571,0.01034647
College Arts Building,-0.061155714,0.028616892,0.013393914,0.0008183541,0.06554931,0.003117946,-0.06859891,0.055212565,-0.01687423,-0.037788607,0.007293537,0.056880318,-0.0013192743,-0.017036915,-0.055247955,0.12339037,-0.005466178,-0.021394487,-0.027722752,-0.036509827,0.008539226,0.03594737,0.078698486,0.046609513,-0.01766841,-0.036406532,0.03831692,0.04606083,-0.005738032,0.034747526,-0.023426697,-0.0056261085,0.02135094,0.07029776,0.00027588988,0.023070725,-0.033304892,0.0011429242,-0.031499635,-0.006191127,-0.0021106414,-0.05537358,0.02336478,0.022158524,-0.0008502733,0.053525984,0.03479632,0.045915987,-0.08357327,-0.03613264,0.059071504,0.037055466,-0.02163427,0.036315452,0.063397154,-0.030538144,-0.021464068,-0.076846406,0.055124294,0.06770475,0.04467629,-0.009654448,0.0071791057,0.016537227,-0.012242153,0.047515087,-0.027887039,0.092454985,-0.07388165,-0.013638271,-0.008043451,-0.0063577686,-0.03354889,0.013567275,-0.025146294,-0.02682964,-0.05397335,0.03130345,0.014223531,0.08738336
Building,0.0318439,0.0194499,0.05927409,0.05455683,0.00488556,-0.025105791,0.070445016,0.0057603084,-0.051577054,-0.015837438,-0.014594681,-0.07917431,0.005044861,-0.038673773,0.003927241,-0.011801623,0.042819094,-0.066409945,-0.079853326,-0.016744101,0.051397484,-0.024798488,-0.033888306,0.020721072,0.0066605587,0.0047403164,-0.04742385,0.0067212847,0.05284338,-0.036019836,0.012177456,0.02496447,-0.052620016,-0.04414841,-0.075533286,0.06100031,-0.016609183,-0.03868763,-0.013313337,0.07901463,-0.050958633,0.030488662,0.0011393167,-0.099092975,-0.03573615,-0.015607022,-0.02239169,-0.06316333,-0.043988653,0.0021079858,-0.03257131,-0.03691307,-0.011175165,0.0964771,0.04081406,-0.0076632327,-0.05371348,-0.063856594,-0.024647258,-0.01713014,-0.016085446,-0.0072966237,-0.019659916,-0.026622478,-0.024085078,-0.004973639,-0.019077634,0.003891162,-0.026589181,0.04556288,-0.021167917,-0.026498046,-0.04045762,-0.003677707,-0.02320954,-0.051663116,0.004818622,0.07185425,-0.009724586,-0.024785997
College Rec Center,-0.019831799,0.04792937,0.014111919,0.014180705,0.00041434728,-0.045699,-0.0670665,-0.046049938,0.035164814,-0.027459297,0.047926407,0.024783764,-0.028860556,-0.00045970082,-0.074056566,0.0916574,0.03567169,-0.00113039,-0.061211407,-0.074359894,0.025427902,0.06740441,0.050726864,0.026083682,-0.048060868,-0.01445893,0.069682226,0.12687902,0.025825216,-0.04286913,0.002796512,0.048000656,0.0047175772,0.056641273,0.013797708,0.037890647,0.03563869,0.037590377,-0.01126169,-0.044130117,-0.025524653,-0.02702368,0.026177656,-0.043279506,0.054063894,0.047540724,0.0120283,0.06632458,-0.030895649,0.03343099,0.023069713,-0.0026587306,-0.03333481,0.029593335,0.08828201,-0.041439086,-0.06880391,-0.055048674,-0.0039328607,0.056463182,0.081013024,-0.008236399,-0.039803676,-0.012700773,0.022835864,0.029073142,0.016135104,0.01224335,-0.05224178,-0.021829396,0.041879214,0.029582478,0.00056637824,-0.043838944,-0.004998397,-0.007543592,-0.03748115,0.0047848593,0.027707264,-0.031323455
Paper / Office Supplies Store,0.06137529,0.01570933,-0.04932642,0.049104366,0.11952742,-0.015555734,0.0919743,0.027682038,0.016096847,-0.058565293,0.0399245,0.026477378,-0.041076366,-0.047448393,-0.053414345,0.008004322,-0.024661697,0.09823533,-0.0676709,-0.058836572,-0.025052577,-0.033648387,-0.055294894,-0.103681356,-0.04346071,0.08277291,0.034769274,0.15683024,-0.039111927,-0.023949051,-0.029964928,0.056286275,0.0036456697,0.08431814,0.061529726,0.04954732,0.07475928,0.03929279,0.012411055,-0.118250854,-0.0287441,-0.004489163,0.006123689,0.02883361,-0.007193377,-0.028468683,0.020101726,0.0039467104,0.049421884,0.059122283,-0.04280129,-0.04230857,0.047745008,0.05416099,0.0060144374,-0.09882732,-0.008843216,0.06443979,-0.013998283,-0.041567672,0.13258964,-0.029506627,-0.03407287,-0.09623276,0.08406636,0.053108864,0.062739246,0.04149709,-0.02808537,0.07690406,0.07977276,0.01607472,0.008450307,0.021468364,-0.03712052,-0.016581345,0.010985112,-0.06982155,-0.02791055,0.031584945
