College Quad,-0.06963085,0.009065317,-0.10748243,-0.031404138,-0.008510137,-0.06717552,0.10157801,-0.11327388,0.1371094,0.10006535,0.058436666,0.18766037,-0.15991953,-0.025761675,0.03616047,-0.010647226,0.018025305,-0.040685266,-0.0010657497,0.0409801,0.032661885,0.108771965,-0.028361127,-0.18658426,-0.12132855,-0.15958497,-0.037813697,0.10415995,0.15938225,-0.064592466,-0.049654573,-0.018538222,0.06933756,0.004250533,-0.017365552,0.0776564,-0.084509805,0.022406364,0.09897183,-0.077767886
Mediterranean Restaurant,0.09966316,-0.10079484,-0.085157834,0.0563016,0.013602433,-0.0960398,0.0012657791,-0.10710429,0.00391699,-0.02004826,-0.06433718,0.09982739,-0.02560135,-0.0031821937,0.010996724,-0.12707861,-0.04185065,0.0545127,0.0023878254,-0.06968258,0.016396299,0.016777324,-0.075915426,-0.21853769,0.06541287,-0.04920484,-0.08979793,0.004917886,-0.030407688,-0.07371494,-0.030607812,0.15120083,0.14770883,-0.17275737,0.1404538,-0.060366414,0.026699534,0.08102594,-0.057206187,-0.035548374
Mongolian Restaurant,0.029282048,-0.10595996,0.006006781,0.048199695,0.0003881734,-0.031027699,-0.047906846,-0.012393765,0.006845258,0.046975806,-0.017353628,0.04910568,-0.036265437,0.016432641,-0.06913228,-0.06373287,-0.035880353,0.006581191,0.0036561675,-0.060130656,-0.0974455,0.026690733,0.0068761166,-0.13004793,-0.034162693,-0.012501825,-0.13393797,0.035060097,0.0121889,0.02123308,-0.068033524,0.025307316,0.00800268,-0.057047486,0.06499669,0.011975778,-0.064986125,-0.01568069,-0.033331294,-0.02743917
Art Museum,-0.0107767135,0.058329783,0.085469544,0.048698712,-0.021516822,0.09925559,0.11483026,0.15362222,0.03169239,-0.048569467,-0.08225675,0.02690836,-0.047486886,-0.009822346,-0.11713801,-0.104299314,-0.042394117,0.04848791,-0.016589811,-0.10309521,0.013592515,-0.11900693,-0.008577213,0.005493004,-0.10876055,0.008468451,-0.068399295,0.0051352642,0.05178915,-0.081622384,0.053503573,-0.109585226,0.04480867,-0.07916976,-0.1022207,0.15202177,-0.003978204,-0.051449228,-0.019910786,0.060013216
Professional & Other Places,-0.030398803,0.043872166,-0.035494316,-0.055297393,-0.0738914,0.030361734,0.1041662,-0.024692714,-0.008885836,-0.0330524,0.083164774,-0.017284103,-0.054188035,-0.047542796,0.090556905,-0.07764667,0.00085480075,-0.10153726,-0.1442564,0.028824644,-0.0486836,-0.15668851,0.09316091,-0.10376236,-0.068035744,0.16421509,-0.0235529,0.038124096,0.014636474,-0.040822975,0.0052721966,0.15437502,-0.08874414,-0.18937925,0.011253401,0.02544526,-0.044117942,0.030640155,0.030718952,-0.119766526
Football Stadium,0.129202,0.06003198,0.111482084,0.056189243,0.017008621,0.11075258,-0.019836348,0.09061077,0.0653212,-0.13891721,-0.1394297,0.03696111,-0.0510709,-0.018586805,-0.012824355,-0.031008199,-0.09472237,-0.123931125,-0.028698113,-0.0020412924,0.13092196,0.018811412,0.07714887,-0.041060485,0.006494308,-0.013957469,-0.032041598,-0.11817526,0.1168741,-0.00033735204,0.0469077,-0.052644882,0.076518856,-0.02644746,-0.044741068,0.03375489,-0.02594634,-0.03857731,-0.0025287447,-0.0075652897
Smoke Shop,0.11653037,-0.20378959,-0.051463544,-0.003292216,0.1316036,0.07173028,0.07656097,0.04137551,-0.09043194,-0.087136455,0.0029861755,0.0016271016,0.043875266,-0.01128854,0.14842513,0.06281202,0.017431416,-0.098616764,-0.045728184,0.11147255,-0.101528056,0.034384534,-0.0019134221,-0.031607874,-0.05986151,-0.018524414,0.041501332,0.063043535,-0.012671474,0.048864745,-0.005614925,0.052115213,0.01857289,0.04013422,-0.0063480907,0.017488249,0.14869067,0.11228274,-0.0054479986,0.0006006174
College Arts Building,-0.077129506,0.053081296,-0.045817073,0.034152918,-0.020889446,-0.07957791,0.03705188,-0.16362694,0.067146406,0.038780794,0.042048298,0.1031994,-0.07520295,-0.08830281,-0.004021723,-0.007165745,0.013841843,-0.0033603646,-0.09595594,0.059971906,0.017448932,0.113533616,0.008012618,-0.20181865,-0.088485494,-0.09217397,0.036532186,-0.0063862763,0.18924537,-0.10588583,-0.013215089,0.071214944,0.029825555,-0.04751722,-0.07390339,0.107110076,-0.010146491,0.012172857,0.039847586,-0.034801755
Building,-0.028351378,0.12238597,-0.0523588,-0.09031975,-0.16841605,-0.010006306,0.0405469,-0.058648303,-0.017518036,-0.0073352857,0.06946605,-0.029212855,-0.07031809,-0.06560123,0.10314478,-0.061452426,-0.0007091042,-0.07183297,-0.088483885,0.034654222,-0.030576805,-0.11283132,0.12484521,-0.039307915,-0.007606603,0.1168164,0.0043036407,-0.03429891,0.019135823,-0.007679946,0.017048448,0.13563484,-0.090311676,-0.113336615,0.07511705,0.014233382,-0.038042363,0.04706184,0.038185712,-0.09900415
African Restaurant,0.11014886,-0.1375258,0.015034234,0.07142632,-0.011466836,-0.046718024,-0.03301452,-0.020478949,0.02774641,-0.024576006,-0.053447895,0.024012133,-0.028618844,0.08738993,0.022709087,-0.091583304,0.03067014,-0.03793592,0.040815283,-0.060806986,0.094592,0.015521515,0.019744612,-0.07204906,0.015251212,0.0042323302,-0.07494022,0.012512831,0.064221844,0.0716613,-0.09283388,0.065218456,0.069587044,-0.07718092,0.15022913,-0.03290879,-0.054321595,0.0097611435,0.08591874,-0.050112702
