College Quad,0.056790397,-0.0034089386,0.019204801,0.02235894,-0.019106355,-0.028711686,-0.09221061,-0.013632141,0.053577915,0.016147843,0.0034214295,-0.023935756,0.023411866,-0.03445798,-0.023589846,-0.05329964,-0.051994856,-0.022699052,-0.06585857,-0.061486114,-0.050317533,-0.023488726,-0.009864537,0.08993561,0.038733803,0.030042447,0.024825841,0.015354398,0.005263287,0.06931201
Mediterranean Restaurant,0.0011251331,0.10136487,-0.0019126227,0.019046733,-0.011404235,-0.078734346,-0.06890248,0.04293443,0.007739529,-0.03265367,0.074817255,-0.036595315,-0.025125913,0.025454167,-0.059527025,0.02581471,-0.0026077589,0.003520472,-0.027491523,-0.013847508,0.03732636,-0.036241986,-0.009574924,-0.0043675117,0.0025336351,0.014893696,0.07079228,-0.051860053,0.015599921,-0.0059188083
Art Museum,-0.030721726,-0.0587627,-0.055298798,-0.0410825,0.0335959,-0.0067528756,-0.095697746,0.0028084028,0.06804924,0.08720723,-0.062952034,-0.025868936,0.07640937,-0.038307402,-0.060260005,-0.035645194,0.003379752,-0.0015521478,-0.014532609,-0.018197685,0.03755478,0.0733594,0.026633829,-0.020146213,0.005765494,-0.034062833,-0.015000725,-0.0029078461,0.049194176,0.008975403
Professional & Other Places,0.07395075,0.0038088306,-0.025310427,-0.03830096,0.016288947,-0.041222833,-0.028205981,0.060086973,0.021533318,0.019428175,0.018379072,-0.04420919,0.027294174,0.042802975,-0.019985173,-0.012524085,0.06434837,-0.022780653,0.013699762,-0.0032799465,0.043667737,0.008808593,-0.1205238,0.035103794,0.0076333694,0.029520473,0.019236151,-0.013903256,0.0056840363,-0.056495875
Football Stadium,-0.010324085,0.023964755,-0.01696563,-0.04538708,0.04177705,-0.01183773,-0.018073877,-0.022290157,-0.08041184,0.021171782,0.0359638,-0.018374875,-0.01214803,0.031872436,-0.020652812,0.013056152,-0.020938193,0.10941657,-0.04626933,-0.023437954,0.009593583,0.013809345,-0.008353369,0.06122008,0.0014101039,0.022680074,0.0018394897,0.0014592018,0.0280029,-0.026466938
Smoke Shop,-0.2014514,0.04396215,-0.034870334,0.033213828,-0.012334153,-0.082613185,0.04463144,-0.030582163,0.02392476,-0.030008018,-0.04367269,-0.041500725,0.035811793,-0.03515906,-0.0033273436,0.038110018,0.070643105,-0.015023084,0.019495204,-0.02605792,0.06262851,0.012682108,0.034393698,-0.060647395,0.044626288,0.0043242956,-0.014674569,0.13632385,0.00041261828,0.010100357
College Arts Building,0.018082663,0.0065680244,0.010511175,0.046954352,-0.028726501,-0.031869225,-0.053817622,0.015928138,0.047118507,0.021661716,-0.0018392242,-0.03844697,0.029872298,-0.041143432,-0.007932892,-0.100432485,0.008172892,-0.024686191,-0.0011628531,0.03189241,-0.02321963,-0.00034247153,-0.011792805,0.06300561,0.024722153,0.049073584,0.023465503,0.0032785907,-0.01908743,0.017040612
Building,0.1017619,-0.041328687,0.038418915,-0.008089085,-0.018661968,0.028908452,-0.0069912095,0.025511399,0.005534207,0.05190752,-0.014211253,-0.024243312,0.037435733,0.036147878,-0.0035019936,-0.07106493,0.042885963,-0.038498145,0.015228288,0.021582726,0.021260602,0.034263436,-0.10773352,0.045105223,0.012734999,0.041794118,-0.009532922,-0.014610069,0.013382056,-0.032707233
College Rec Center,0.0012659193,-0.006705855,-0.021395523,0.0170833,-0.04030303,-0.054991342,-0.08604483,0.057470992,0.05335374,0.047435924,-0.0013440484,-0.03534629,-0.00035554357,-0.002193654,-0.025703907,-0.038508825,-0.019628521,-0.035572324,0.01445926,0.0019591674,-0.00092733465,-0.02438335,0.02369497,0.029002413,0.07092621,0.0032490212,0.059707426,-0.0025563557,-0.0031950865,-0.006184183
Paper / Office Supplies Store,0.011280531,0.028026849,0.023966733,-0.0327357,-0.05393441,-0.105048835,-0.019362563,-0.023176264,0.027718145,0.07807364,0.022904206,0.020299936,-0.0031971093,0.02414771,0.013349395,0.074124396,-0.0053603947,0.06955165,-0.04168253,-0.058761727,0.011786861,-0.08246194,-0.010447357,-0.0043571107,0.06384586,-0.03828685,0.015138697,0.013916666,0.014063951,-0.022289293
Martial Arts Dojo,0.060069997,-0.02203158,-0.04082747,0.022491002,0.01809518,-0.028194288,-0.042654775,0.022538852,0.048793226,0.020650618,-0.013175145,0.00522055,-0.003912421,-0.03332351,0.060045153,0.007576255,-0.02642892,-0.003648432,0.0083689885,-0.03710505,-0.008469664,-0.08167824,-0.017612454,-0.018340284,-0.022538617,-0.063684024,0.024543658,-0.016197698,-0.004363601,0.033129863
Surf Spot,0.06979733,0.007864436,0.0031365259,0.027659226,0.019027991,-0.011638358,-0.009374589,0.041395716,-0.046328016,-0.004352862,0.030576771,0.005399391,-0.0941217,-0.004790388,0.018782612,0.05463463,-0.03808151,-0.013721971,0.016983164,-0.06595305,0.0039801374,-0.111572504,-0.018234825,0.04082272,0.013153782,0.018102122,0.08939091,-0.069715336,-0.025842909,-0.028674424
